,FN,FP,TN,TP,label_text,gpt,,,,,,,,
although many companies have used similar techniques to improve their balance sheets ,,,,,,,,,,,,,,
the securities and exchange commission had asked for information about the financial transactions between enron and the partnerships ,,,,,,,,,,,,,,
in essence ,,,,,,,,,,,,,,
however ,,,,,,,,,,,,,,
"the filing included a restatement of enron financial statements for 1997 through 2000 and the first three quarters of 2001 . it said its previous financial documents """" should not be relied upon . """"",,,,,,,,,,,,,,
enron ' s new assessment of its financial condition slashed its total net income for that nearly four - year period by $ 586 million ,,,,,,,,,,,,,,
the enron - dynegy merger talks involve a stock swap valuing enron at about $ 10 a share ,,,,, would pour $ 1 . 5 billion in cash into enron up front ,,,,,,,,,
dynegy would assume $ 12 . 8 billion in enron debt ,,,,,,,,,,,,,,
enron chairman and chief executive kenneth l . lay would remain on the board of the merged company but would not have day - to - day responsibilities ,,,,,,,,,,,,,,
dynegy chairman and chief executive chuck watson would assume those jobs at the combined company ,,,,,,,,,,,,,,
there is no guarantee that an agreement will be reached ,,,,,,,,,,,,,,
dynegy risks losing enron ' s most important asset ,,,,, head of u . s . utilities research for commerzbank securities .,,,,,,,,,
dynegy ,,,,, an analyst with gimmecredit . com . a thumbs - down by the stock market could seriously jeopardize dynegy ' s financial flexibility ,,,,,,,,,
although enron management has repeatedly emphasized that its core energy trading and marketing business remains sound ,,,,,,,,,,,,,,
graphic : enron rescuer ? ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
small - stock focus : visible genetics ,,,,,,,,,,,,,,
by larry bauman,,,,,,,,,,,,,,
dow jones newswires,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
the wall street journal,,,,,,,,,,,,,,
c 6,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
new york - - small - capitalization stocks ended lower after retracing solid intraday gains ,,,,,,,,,,,,,,
the overall nasdaq market also fell ,,,,,,,,,,,,,,
both the small - cap market ,,,,,,,,,,,,,,
the russell 2000 fell 1 . 74 ,,,,, and the nasdaq composite index , having been up as much as 50 . 86 earlier .,,,,,,,,
the small - cap market was able to post slimmer declines than the overall nasdaq market because of the strength of financial stocks ,,,,,,,,,,,,,,
visible genetics ,,,,, $ to 11 . 30 . the company posted a third - quarter loss of 76 cents a share ,,,,,,,,,
shurgard storage centers shed 1 . 38 to 29 . 38 . the seattle real - estate investment trust said it may restate its financial statements for 1998 ,,,,, which will require the financial restatements ,,,,,,,,,
net 2 phone shed 24 cents to 5 . 60 . the hackensack ,,,,, or 43 % ,,,,,,,,,
newpower holdings surged 42 cents ,,,,, energy company posted a third - quarter loss of $ 1 . 15 a share ," assuming """" a broadly stable commodity price environment . """"",,,,,,,,
tellium ,,,,, gained 68 cents ,,,,,,,,,
pediatrix medical group rose 3 . 01 ,,,,, provider of physician - management services said it reached a settlement with the nevada attorney general ' s medicaid fraud control unit ,,,,,,,,,
pediatrix paid $ 35 ,,,,,,,,,,,,,,
salton was up 75 cents ,,,,, home - appliance company posted fiscal first - quarter earnings of 49 cents a share ,,,,,,,,,
pier 1 imports added 74 cents ,,,,, home - furnishings retailer increased its third - quarter expectations because of strong sales in october and higher - than - expected gross margins . pier 1 said october same - store sales rose 4 % from a year earlier ,,,,,,,,,
on the nasdaq ,,,,,764,,,,,,,,,
copyright ? 2000 dow jones source : world reporter ( tm ),,,,,,,,,,,,,,
enron ,,,,,,,,,,,,,,
the two companies confirmed yesterday that they were in talks about a takeover ,,,,,,,,,,,,,,
the outcome would be a humiliation for enron ,,,,,,,,,,,,,,
enron ' s shares have lost 90 % of their value this year ,,,,,,,,,,,,,,
two other senior officials ,,,,,,,,,,,,,,
pressure to conclude the deal swiftly ahead of an important meeting today between enron and its creditors mounted as the once dominant energy trader was forced to restate its earnings and substantial debts for the past four years ,,,,,,,,,,,,,,
chevrontexaco ,,,,, owns wessex water ,,,,,,,,,
dynegy is paying pounds 421 m for bg ' s gas storage business ,,,,, it has shied away from buying a series of british power stations on offer because of inflated prices .,,,,,,,,,
copyright ? 2000 dow jones at the end of 2000 ,,,,,,,,,,,,,,
by not disclosing the debt earlier ,,,,,,,,,,,,,,
and while enron kept certain details about its finances secret ,,,,,,,,,,,,,,
investors from wall street to main street sought a piece of the action as enron reported bigger and bigger profits and executives boasted they would successfully apply their energy trading strategies to other markets as well ,,,,,,,,,,,,,,
however ,,,,,,,,,,,,,,
enron ' s stock price began a steady descent 10 months ago when its nascent high - speed internet unit failed to live up to the hype . the downward momentum was further propelled by difficulties collecting money from power customers in india .,,,,,,,,,,,,,,
then ,,,,,,,,,,,,,,
several news organizations were reporting that dynegy was negotiating to buy enron for $ 8 billion in stock ,,,,,,,,,,,,,,
besides dynegy ,,,,,,,,,,,,,,
on thursday ,,,,,,,,,,,,,,
the new york times ,,,,, citing people familiar with the matter . chevrontexaco corp . ,,,,,,,,,
enron ' s lay would not be given any formal management position in the combined company ,,,,,,,,,,,,,,
"enron said it released the revised earnings so that investors could """" appropriately value the strength of our core businesses . """"",,,,,,,,,,,,,,
 we believe that the information we have made available addresses a number of the concerns that have been raised by our shareholders and the sec about these matters ,,,,,,,,,,,,,,
the company also fired treasurer ben glisan and a lawyer ,,,,, who was in charge of some of the partnerships being probed by the sec .,,,,,,,,,
jeff skilling ,,,,,,,,,,,,,,
wall street analysts admitted they were stunned by the rapid demise of enron ,,,,,,,,,,,,,,
still ,,,,,,,,,,,,,,
"christopher ellinghaus of williams capital in new york said enron ' s accounting """" shenanigans """" are legendary in the industry .",,,,,,,,,,,,,,
 i ' m not willing to say it ' s fraud yet ,,,,,,,,,,,,,,
enron said the revised financial statements will include a reduction to net income of about $ 96 million in 1997 ,,,,,,,,,,,,,,
enron ,,,,,,,,,,,,,,
- - -,,,,,,,,,,,,,,
on the net :,,,,,,,,,,,,,,
http : / / www . enron . com,,,,,,,,,,,,,,
http : / / www . dynegy . com,,,,,,,,,,,,,,
ap graphic enron restatements and ap photo ny 882,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
report on business column,,,,,,,,,,,,,,
taking stock,,,,,,,,,,,,,,
beware the company that does not tell all,,,,,,,,,,,,,,
brian milner,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
the globe and mail,,,,,,,,,,,,,,
metro,,,,,,,,,,,,,,
b 9,,,,,,,,,,,,,,
" all material copyright ( c ) bell globemedia publishing inc . and its licensors . all rights reserved . """"",,,,,,,,,,,,,,
before its stunning fall from grace ,,,,, old economy company into a true star of the fast - paced new economy . even after the puncturing of the market bubble ,,,,,,,,,
now ,,,,, its once high - flying stock has tanked ,,,,,,,,,
about the only lessons to take away from this fiasco are among the oldest in investing and long espoused by the likes of warren buffett : never buy anything you don ' t understand and don ' t touch a company whose finances are so murky as to defy description .,,,,,,,,,,,,,,
there ' s no shortage of major companies that appear to believe the less investors know about their true financial state ,,,,, amazon . com , volkswagen and even starbucks .,,,,,,,,
in these bearish times ,,,,,,,,,,,,,,
here is what joe nacchio ,,,,," and therefore you trade us at a discount to what a normal company with great revenue and great growth should be traded . . . . we ' ll just let the numbers speak for themselves on oct . 31 . """"",,,,,,,,,
so along comes that fateful day ,,,,,,,,,,,,,,
as for houston - based enron ,,,,,,,,,,,,,,
faced with the sec probe and a rash of shareholder lawsuits ,,,,,,,,,,,,,,
such transactions are common and practical . but enron ' s were unusually complicated ,,,,,,,,,,,,,,
disclosure has never been this company ' s middle name . the former ceo once used a seven - letter expletive to describe an analyst who had the temerity to ask for a balance sheet during an earnings conference call . but the real stunner was that ,,,,, by enron ' s own chief financial officer ,,,,,,,,,
opaque accounting doesn ' t necessarily mean there is any skullduggery afoot . the finances of some companies are devilishly complicated ,,,,,,,,,,,,,,
but investors should always be looking for as much financial visibility as possible and steering clear of any company that cannot - - or will not - - provide it . bmilner @ globeandmail . ca,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
city - enron crisis deepens as two top staff are fired .,,,,,,,,,,,,,,
by roland gribben .,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
the daily telegraph,,,,,,,,,,,,,,
p 36,,,,,,,,,,,,,,
( c ) telegraph group limited ,,,,,,,,,,,,,,
the crisis surrounding enron ,,,,,,,,,,,,,,
ben glisan ,,,,, left after internal investigations .,,,,,,,,,
enron said it believed the pair and four other former enron employeers were involved as partners in a limited partnership that had dealings with the company .,,,,,,,,,,,,,,
"the dismissals came as enron considered a """" make or break """" takeover offer from dynergy ",,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
dabhol pwr mtg focus on tata ,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
dow jones energy service,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
enron meets indian lenders on power plant stake sale ( update 3 ),,,,,,,,,,,,,,
2001 - 11 - 09 02 : 31 ( new york ),,,,,,,,,,,,,,
enron meets indian lenders on power plant stake sale ( update 3 ),,,,,,,,,,,,,,
( adds lender ' s comments in ninth paragraph ,,,,,,,,,,,,,,
exposure to enron in 11 th . ),,,,,,,,,,,,,,
singapore ,,,,,,,,,,,,,,
largest energy trader ,,,,,,,,,,,,,,
stake in a $ 3 billion indian power project as it seeks to raise,,,,,,,,,,,,,,
cash and forestall a possible credit downgrade .,,,,,,,,,,,,,,
enron ,,,,,,,,,,,,,,
had its long - term credit rating cut as low as one notch above junk,,,,,,,,,,,,,,
status this week and would have to repay $ 3 . 3 billion in bonds,,,,,,,,,,,,,,
early if its rating is cut below investment grade .,,,,,,,,,,,,,,
dynegy inc . ,,,,,,,,,,,,,,
billion in stock ,,,,,,,,,,,,,,
yesterday restated its earnings for more than four years to,,,,,,,,,,,,,,
include losses from investment partnerships arranged by senior,,,,,,,,,,,,,,
executives ,,,,,,,,,,,,,,
` ` restating earnings for the past five years is suggestive of,,,,,,,,,,,,,,
fraud ,,,,,,,,,,,,,,
donald coxe ,,,,,,,,,,,,,,
insight equity fund . ` ` i ' d be surprised if they ' re not,,,,,,,,,,,,,,
downgraded . ' ',,,,,,,,,,,,,,
the decision by enron chairman and chief executive officer,,,,,,,,,,,,,,
kenneth lay to reduce earnings by $ 586 million since 1997 is part,,,,,,,,,,,,,,
of enron ' s efforts to regain confidence among investors stung by,,,,,,,,,,,,,,
the stock ' s plunge this year and a securities and exchange,,,,,,,,,,,,,,
commission investigation into how the company accounted for,,,,,,,,,,,,,,
partnerships it sponsored .,,,,,,,,,,,,,,
enron fired treasurer ben glisan and kristina mordaunt ,,,,,,,,,,,,,,
lawyer for an enron division . the company said it now believes,,,,,,,,,,,,,,
glisan ,,,,,,,,,,,,,,
enron bought interests in subsidiaries of a partnership run by,,,,,,,,,,,,,,
former chief financial officer andrew fastow .,,,,,,,,,,,,,,
enron ousted fastow last month after revealing an accounting,,,,,,,,,,,,,,
error for transactions with a group of the partnerships resulted,,,,,,,,,,,,,,
in a $ 1 . 2 billion reduction in shareholder equity in the third,,,,,,,,,,,,,,
quarter . arthur andersen llp was enron ' s independent auditor .,,,,,,,,,,,,,,
india,,,,,,,,,,,,,,
enron wants $ 1 billion for its 65 percent stake in an indian,,,,,,,,,,,,,,
power plant unit ,,,,,,,,,,,,,,
and bses ltd . ,,,,,,,,,,,,,,
said that ' s too much .,,,,,,,,,,,,,,
` ` tata and bses are keen to buy the project but much will,,,,,,,,,,,,,,
depend on the terms enron sets ,,,,,,,,,,,,,,
manager at industrial development bank of india ,,,,,,,,,,,,,,
country ' s second - biggest lender . ` ` i ' m positive ' ' on the outcome,,,,,,,,,,,,,,
of the talks .,,,,,,,,,,,,,,
enron on may 19 gave six months ' notice to cancel sales to,,,,,,,,,,,,,,
the maharashtra state electricity board ,,,,,,,,,,,,,,
dabhol power . dabhol ' s owed $ 64 million for bills that are 10,,,,,,,,,,,,,,
months overdue . the contract to sell the plant ' s electricity will,,,,,,,,,,,,,,
be canceled on nov . 19 .,,,,,,,,,,,,,,
idbi and the state bank of india are among the local lenders,,,,,,,,,,,,,,
meeting enron in singapore . indian banks ,,,,,,,,,,,,,,
billion to dabhol ,,,,,,,,,,,,,,
stake isn ' t found . idbi alone has lent more than $ 400 million .,,,,,,,,,,,,,,
the $ 600 million lent by abn amro ,,,,,,,,,,,,,,
citigroup inc . and other overseas banks are covered by government,,,,,,,,,,,,,,
guarantees ,,,,,,,,,,,,,,
still ,,,,,,,,,,,,,,
the prospect of loans turning bad if talks with enron and tata and,,,,,,,,,,,,,,
bses fail .,,,,,,,,,,,,,,
` ` this deal is too complex ,,,,,,,,,,,,,,
jain ,,,,,,,,,,,,,,
management co . ,,,,,,,,,,,,,,
` ` there ' s a lot of money at stake here . all parties ,,,,,,,,,,,,,,
lenders ,,,,,,,,,,,,,,
jain ' s stock funds had 1 . 23 million shares of icici ltd . at,,,,,,,,,,,,,,
end of september after selling 25 ,,,,,,,,,,,,,,
biggest lender and one of dabhol ' s key creditors .,,,,,,,,,,,,,,
the meeting started yesterday and bankers that attended the,,,,,,,,,,,,,,
meeting said the talks will end today ,,,,,,,,,,,,,,
- - ravil shirodkar in mumbai at rshirodkar @ bloomberg . net or ( 91 22 ),,,,,,,,,,,,,,
dhabol power confirms enron in talks with bses ,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
dow jones energy service,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
officials try to salvage multibillion dollar enron india project,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
associated press newswires,,,,,,,,,,,,,,
copyright 2001 . the associated press . all rights reserved .,,,,,,,,,,,,,,
singapore ( ap ) - talks in singapore aimed at salvaging the troubled dlrs 2 . 9 billion indian dabhol power project are focusing on two potential buyers for u . s . - based enron corp . ' s controlling stake in the project ,,,,,,,,,,,,,,
the dabhol power co . is 65 percent by houston - based enron .,,,,,,,,,,,,,,
two of india ' s largest private power companies - tata power co . and bses ltd . - are the only contenders vying to buy enron ' s stake in dabhol ,,,,,,,,,,,,,,
the bank ,,,,,,,,,,,,,,
 i remain positive about the outcome of the talks ,,,,,,,,,,,,,,
no further details about the content of the closed - door talks were available . dabhol officials declined to comment .,,,,,,,,,,,,,,
indian lenders ,,,,,,,,,,,,,,
in may ,,,,,,,,,,,,,,
enron also halted supply of electricity on the portion already finished because the maharashtra state electricity board said it could no longer afford the fees it agreed to pay when the contract was signed seven years ago .,,,,,,,,,,,,,,
indian lenders have provided about 61 billion rupees ( dlrs 1 . 3 billion ) to the power project ,,,,,,,,,,,,,,
 the domestic lenders have tried to facilitate a meeting between prospective buyers and the seller as we have a common interest in saving this power project from going bust ,,,,,,,,,,,,,,
( dj / rjm - ss ),,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
india : enron reverses stand ,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
business line ( the hindu ),,,,,,,,,,,,,,
fin . times info ltd - asia africa intel wire . business line ( the hindu ) copyright ( c ) 2001 kasturi & sons ltd . all rights res ' d,,,,,,,,,,,,,,
mumbai ,,,,,,,,,,,,,,
the company had earlier said that the singapore meeting had been cancelled due to the legal action taken by indian financial institutions ( fis ) .,,,,,,,,,,,,,,
according to the company ,,,,,,,,,,,,,,
it said late wednesday evening ,,,,,,,,,,,,,,
top state officials are ,,,,,,,,,,,,,,
our bureau,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
canadian pwr ,,,,,,,,,,,,,,
by dina o ' meara,,,,,,,,,,,,,,
of dow jones newswires,,,,,,,,,,,,,,
11/08/2001,,,,,,,,,,,,,,
dow jones energy service,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
uncertainties cloud view of an enron - dynegy combination,,,,,,,,,,,,,,
by jason leopold,,,,,,,,,,,,,,
of dow jones newswires,,,,,,,,,,,,,,
11/08/2001,,,,,,,,,,,,,,
dow jones energy service,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
los angeles - ( dow jones ) - it ' s not clear yet how formidable an energy company would emerge if dynegy ,,,,,,,,,,,,,,
energy companies and analysts are united in one sentiment ,,,,,,,,,,,,,,
enron and dynegy are both dominant natural gas and electricity marketers in the u . s . ,,,,,,,,,,,,,,
but there are too many unknowns at this point to speculate in much detail on the topic ,,,,,,,,,,,,,,
 they ' re in the same business and they know each other really well ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
business,,,,,,,,,,,,,,
enron earnings drop,,,,,,,,,,,,,,
ali velshi ,,,,,,,,,,,,,,
11/08/2001,,,,,,,,,,,,,,
cnnfn : business unusual,,,,,,,,,,,,,,
( c ) copyright federal document clearing house . all rights reserved .,,,,,,,,,,,,,,
ali velshi ,,,,,,,,,,,,,,
( begin videotape ),,,,,,,,,,,,,,
fred katayama ,,,,,,,,,,,,,,
ron barone ,,,,,,,,,,,,,,
katayama : enron fired its treasurer and a lawyer who it believes had invested in a partnership run by its former chief financial officer ,,,,,,,,,,,,,,
andre meade ,,,,,,,,,,,,,,
katayama : enron stock slumped further and dynegy ( url : http : / / www . dynegy . com / ) rose on the news . investors were disappointed because they had hoped dynegy would announce it would buy its beleaguered rival .,,,,,,,,,,,,,,
( end videotape ),,,,,,,,,,,,,,
katayama : now some analysts say uncertainty hangs over any deal . dynegy will have to recalculate enron ` s worth based on the restated numbers and as for those restated numbers ,,,,,,,,,,,,,,
velshi : fred ,,,,,,,,,,,,,,
katayama : other companies have these limited partnerships but the difference is the scope of enron . say it deals with more than 30 of them . plus they ` re extremely complex . even wall street analysts said they couldn ` t figure them out . and you don ` t have a chief financial officer of your company running some of these partnerships that are doing business with your company .,,,,,,,,,,,,,,
velshi : let ` s talk about enron stock . this used to be a darling stock . it ` s trading $ 1 . 40 off its 52 - week low . in fact at this moment ,,,,,,,,,,,,,,
katayama : right . you know ,,,,, down 89 percent year to date and was down 10 days in a row in october .,,,,,,,,,
velshi : let ` s talk about dynegy . last night on this show the news came out that dynegy was going to pump some money into enron and that over the course of the next 12 hours ,,,,,,,,,,,,,,
katayama : well ,,,,, that we get an announcement today saying the two companies would merge , dynegy wants to recalculate those numbers based on those restatements and two , even if there is a deal , enron will get zero premium or very little because there ` s very little negotiating room . it ` s got $ 13 billion of debt and all these troubles behind it .,,,,,,
velshi : any indication of when we ` re going to hear about this restating and what we ` re going to see happen out of it ? that ` s always bad news when you ` ve got to restate for that far back .,,,,,,,,,,,,,,
katayama : and it always hangs on a stock . you remember it happened to cendant ( url : http : / / www . cendant . com / ) . you remember it happened to sunbeam ( url : http : / / www . sunbeam . com / ) . the thing is ,,,,, human capital goes to other companies and texas has a lot of energy trading companies .,,,,,,,,,
velshi : fred ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
enron shareholder derivative suit filed,,,,,,,,,,,,,,
11/08/2001,,,,,,,,,,,,,,
pr newswire,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
chicago ,,,,,,,,,,,,,,
two shareholders of enron have filed a derivative suit in federal court in texas alleging that certain directors of enron breached their fiduciary duties to the company . the plaintiffs are represented by clinton krislov ,,,,, chicago , texas . the suit was filed on behalf of enron , to redress damages to the company from enron ' s investments in limited partnerships which were controlled by andrew fastow , enron ' s then chief financial officer , and approved by enron ' s board of directors . these transactions resulted in losses to enron estimated to be at least $ 35 million and a reduction in shareholders ' equity of at least $ 1 . 2 billion . the suit alleges that the defendants breached their fiduciary duties of loyalty and due care that they owed to enron and its stockholders .,,,,,
"attorney krislov was quoted : """" they took a great company and nearly destroyed it through financial manipulation . maybe we can get some of it back for the company and its shareholders . """"",,,,,,,,,,,,,,
if you would like additional information regarding this law suit you may contact ,,,,, llp ,,,,,,,,,
make your opinion count - click here,,,,,,,,,,,,,,
/ contact : clinton krislov of krislov & associates ,,,,, or michael bradford of benckenstein & oxford ,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
enron curtails activity in us power ,,,,,,,,,,,,,,
by john edmiston and mark golden,,,,,,,,,,,,,,
of dow jones newswires,,,,,,,,,,,,,,
11/08/2001,,,,,,,,,,,,,,
dow jones energy service,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
( mark golden and kristen mcnamara in new york ,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
in the money : enron debacle could push accounting changes,,,,,,,,,,,,,,
by carol s . remond,,,,,,,,,,,,,,
11/08/2001,,,,,,,,,,,,,,
dow jones news service,,,,,,,,,,,,,,
( copyright ( c ) 2001 ,,,,,,,,,,,,,,
carol . remond @ dowjones . com,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,enron mentions,,,,,,,,,
ositive .,,,,,,,,,,,,,,
"a dynegy buyout of enron has the potential to be """" highly accretive """" to dynegy ' s bottom line depending on the price paid ",,,,,,,,,,,,,,
 the new company would be a global powerhouse ,,,,,,,,,,,,,,
shares in dynegy closed up $ 3 . 50 thursday to $ 36 . 50 .,,,,,,,,,,,,,,
investors liked two opposite prospects ,,,,,,,,,,,,,,
on the one hand ,,,,,,,,,,,,,,
he expects any deal dynegy signs to give it an escape if the securities and exchange commission should conclude enron acted illegally .,,,,,,,,,,,,,,
government regulators would have to review a merger ,,,,,,,,,,,,,,
with a merger ,,,,,,,,,,,,,,
for electricity ,,,,,,,,,,,,,,
andre meade ,,,,,,,,,,,,,,
 it ' s a pretty fractionalized industry with plenty of competition ,,,,,,,,,,,,,,
"meade called an enron - dynegy merger """" a mixed bag ",,,,,,,,,,,,,,
 however ,,,,,,,,,,,,,,
 whenever you merge with or buy a human - capital - based business ,,,,,,,,,,,,,,
bottom of form 1,,,,,,,,,,,,,,
a new energy crisis : if master market maker enron goes down ,,,,,,,,,,,,,,
donald coxe,,,,,,,,,,,,,,
11/12/2001,,,,,,,,,,,,,,
maclean ' s,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,
copyright 2001 gale group inc . all rights reserved . copyright 2001 maclean hunter canadian publishing ltd .,,,,,,,,,,,,,,
do the sustained bear raids on enron corp . portend chaotic conditions in the energy markets ? that is the $ 64 - billion question . bearish stock markets are the indispensable scavengers of capitalism . they clean up the financial and economic landscape and kill off disease - carrying pests . true believers in free markets should rejoice when bears rush in after a prolonged period of misbehaviour has fouled the financial environment .,,,,,,,,,,,,,,
those of us who thought the energy industry would escape the great technology bear market may have been too complacent . in recent weeks ,,,,, and as recently as august it was trading at $ 45 . in recent weeks , although they still rate it an investment - grade credit .,,,,,,,,
( i regret - - oh how i regret ! - - that i must disclose before proceeding further that investment funds i manage have ,,,,,,,,,,,,,,
for canadians unfamiliar with enron and its place in u . s . energy markets ,,,,, these markets ( other than crude oil ) were relatively primitive and inefficient . neither producers nor consumers had means to hedge their risks effectively ,,,,,,,,,
the futures market for natural gas was spotty and unreliable ,,,,, day out .,,,,,,,,,
by putting its own capital on the line to make trades ,,,,, they let a crisis develop ,,,,,,,,,
by some estimates ,,,,,,,,,,,,,,
"that still seems extremely improbable . contracts executed through the public futures markets have the financial protection of those exchanges for enron ' s """" counterparties """" ( the term for the other side of a futures contract ) . but enron has enormous exposure through direct deals that have no such protection .",,,,,,,,,,,,,,
what has hammered enron ' s securities lately is the unfolding story of gigantic off - balance - sheet deals the company made with partnerships that included ,,,,, except in obscure balance sheet notes that gave no indication of the scale of the deals or that a senior company officer was involved .,,,,,,,,,
why should investors who aren ' t owners of enron stock or bonds care ? because the past year has seen the biggest swings in natural gas and electricity prices in history ,,,,, defaults could spread through the system ,,,,,,,,,
there were enough problems in the energy - short u . s . even when enron was keeping the markets functioning . if the master market maker goes down ,,,,,,,,,,,,,,
donald coxe is chairman of harris investment management in chicago and toronto - based jones heward investments .,,,,,,,,,,,,,,
copyright ? 2000 dow jones from $ 105 m to $ 9 m in 1997 ,,,,,,,,,,,,,,
this year ' s earnings were marginally increased but the company ' s third - quarter loss widened marginally from $ 618 m to $ 635 m .,,,,,,,,,,,,,,
in the securities and exchange commission filing ,,,,, general counsel for one division .,,,,,,,,,
enron ran into trouble on october 16 ,,,,,,,,,,,,,,
yesterday ' s filing goes some way to explaining how the charge came about . enron attributed the charge to dealings with ljm ,,,,,,,,,,,,,,
private equity investments have injected enormous volatility into the earnings of companies ,,,,,,,,,,,,,,
what that meant was that when the value of enron ' s private equity investments fell below a certain level ,,,,,,,,,,,,,,
the enron filing reveals that the ljm losses arose from another group of special - purpose entities ,,,,,,,,,,,,,,
the $ 1 . 2 bn reduction in shareholders ' equity arose from the termination of the raptor hedging arrangements ,,,,,,,,,,,,,,
enron also revealed that mr fastow was paid in excess of $ 30 m as a result of his role in running ljm .,,,,,,,,,,,,,,
at issue is whether mr fastow was acting in the best interests of other enron shareholders .,,,,,,,,,,,,,,
the filing also raises questions about enron ' s cash flow ,,,,,,,,,,,,,,
a group of banks ,,,,, jp morgan chase and citigroup ,,,,,,,,,
by reducing its earnings by more than $ 100 m for several years ,,,,, its borrowings rose significantly last year .,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones super - majority votes ,,,,, preventing them from all being ousted at the same time .,,,,,,,,,
the stock market downturn and well publicised cases of corporate mismanagement ,,,,,,,,,,,,,,
last week ,,,,, the emerging markets communications company .,,,,,,,,,
this week the fund is discussing enron . other investors in the energy merchant have already filed law suits against company officials ,,,,,,,,,,,,,,
hewlett - packard shareholders were also asserting their rights this week . the hewlett family ,,,,,,,,,,,,,,
mr metrick ' s study lists hp as one of the most shareholder - friendly companies in 1990 among the 1 ,,,,, dupont , berkshire hathaway , commonwealth edison , and texas utilities .,,,,,,
the companies with the highest - or most pro - management - scores in 1990 included gte ,,,,, ncr , rorer and woolworth .,,,,,,,,
from 1990 to 1999 ,,,,,,,,,,,,,,
the study also found that the pro - management companies had lower sales growth and less profits than other firms in their industry .,,,,,,,,,,,,,,
however ,,,,,,,,,,,,,,
 what we do know is that companies that gave shareholders rights did better than those that didn ' t in the 1990 s . . . so maybe if the companies that don ' t give shareholder rights gave them ,,,,,,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones rather they have depended on ensuring that enron ' s risk managers are capable and organisationally independent of the traders they supervise . the agencies also looked over the risk management and valuation methodology and have found that it is the standard package for trading firms .,,,,,,,,,,,,,,
the problem is that enron ' s business is not the standard trading business . all conventional methodology ,,,,, continuous markets ,,,,,,,,,
the valuation problem is complicated by enron ' s gigantic market share ,,,,,,,,,,,,,,
even so ,,,,, in that there was no restatement of the balance sheet or income statement in the trading business . dynegy ' s due diligence team and the arthur anderson auditors working on enron ' s books know they had better get it right .,,,,,,,,,
if dynegy had announced a package of asset purchases rather than a stock deal ,,,,,,,,,,,,,,
and enron ' s pipelines ,,,,, and other physical assets would be difficult to duplicate . they would sell for a significant premium to the book value on which the bondholders have first call .,,,,,,,,,
so enron ' s $ 13 bn of debt is most likely a good buy ,,,,,,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
enron in crisis - lure of number - one spot sparks interest .,,,,,,,,,,,,,,
by julie earle and andrew edgecliffe - johnson .,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
